date,tt,rh,pp,ws,wd,sr,rr
2024-01-03 01:10:00+00,25.09,97.3,1002.894,0.108,253.8,14.45,0.6
2024-01-03 01:20:00+00,25.11,97.3,1002.795,0.0,247.7,18.0,0.6
2024-01-03 01:30:00+00,25.2,97.3,1002.716,0.0,128.8,21.77,0.4
2024-01-03 01:40:00+00,25.24,97.3,1002.598,0.096,248.2,26.69,0.2
2024-01-03 01:50:00+00,25.19,97.2,1002.664,0.0,157.8,33.4,0.2
2024-01-03 02:00:00+00,25.33,97.3,1002.715,0.096,182.1,37.57,0.2
2024-01-03 02:10:00+00,25.32,97.2,1002.419,0.471,232.9,58.7,0.0
2024-01-03 02:20:00+00,25.21,97.0,1002.408,0.518,231.2,72.83,0.0
2024-01-03 02:30:00+00,25.34,96.8,1002.366,0.314,223.1,92.7,0.0
2024-01-03 02:40:00+00,25.44,96.4,1002.408,0.37,229.1,114.2,0.4
2024-01-03 02:50:00+00,25.57,95.9,1002.391,0.717,247.9,110.1,0.0
2024-01-03 03:00:00+00,25.48,94.7,1002.34,1.05,211.9,108.7,0.0
2024-01-03 03:10:00+00,25.58,94.7,1002.355,0.599,226.8,124.5,0.0
2024-01-03 03:20:00+00,25.72,94.5,1002.414,0.551,224.7,114.0,0.0
2024-01-03 03:30:00+00,25.71,93.9,1002.455,0.252,195.3,87.4,0.0
2024-01-03 03:40:00+00,25.97,94.6,1002.392,0.019,140.9,149.0,0.0
2024-01-03 03:50:00+00,26.25,94.3,1002.302,0.255,231.3,136.2,0.0
2024-01-03 04:00:00+00,26.54,93.8,1002.277,0.654,292.5,173.0,0.0
2024-01-03 04:10:00+00,26.55,91.3,1002.227,0.869,239.5,200.0,0.0
2024-01-03 04:20:00+00,26.91,91.4,1002.115,0.568,258.5,269.4,0.0
2024-01-03 04:30:00+00,27.18,88.1,1001.977,0.972,258.8,312.4,0.0
