date,tt,rh,pp,ws,wd,sr,rr
2024-01-02 05:10:00+00,32.09,64.73,993.9579,2.77,223.4,920.0,0.0
2024-01-02 05:20:00+00,32.04,64.41,993.927,2.463,215.6,911.0,0.0
2024-01-02 05:30:00+00,31.8,64.36,993.9104,2.316,214.3,743.4,0.0
2024-01-02 05:40:00+00,31.63,64.85,993.7374,2.192,221.2,655.4,0.0
2024-01-02 05:50:00+00,31.5,65.92,993.5445,2.315,198.6,626.8,0.0
2024-01-02 06:00:00+00,31.73,64.36,993.3708,1.756,211.7,464.0,0.0
2024-01-02 06:10:00+00,31.74,63.77,993.1558,1.893,208.5,483.4,0.0
2024-01-02 06:20:00+00,31.94,63.52,993.0051,1.785,214.2,665.2,0.0
2024-01-02 06:30:00+00,31.87,63.19,992.7862,1.919,208.3,625.0,0.0
2024-01-02 06:40:00+00,31.57,65.19,992.6578,1.724,238.7,641.4,0.0
2024-01-02 06:50:00+00,31.84,64.63,992.5264,2.104,213.3,642.8,0.0
2024-01-02 07:00:00+00,31.83,63.41,992.4952,2.018,208.3,625.1,0.0
2024-01-02 07:10:00+00,31.55,65.39,992.2868,1.516,202.2,591.0,0.0
2024-01-02 07:20:00+00,31.72,65.15,992.0094,1.919,210.0,534.0,0.0
2024-01-02 07:30:00+00,31.78,65.27,991.8708,1.804,225.9,524.4,0.0
2024-01-02 07:40:00+00,31.71,64.49,991.732,1.705,218.0,533.6,0.0
2024-01-02 07:50:00+00,31.68,63.49,991.6994,1.558,230.5,496.5,0.0
2024-01-02 08:00:00+00,31.27,65.18,991.6853,1.996,230.5,496.7,0.0
2024-01-02 08:10:00+00,31.32,67.51,991.5616,2.439,211.1,543.3,0.0
2024-01-02 08:20:00+00,31.45,67.15,991.5434,1.835,202.9,563.8,0.0
2024-01-02 08:30:00+00,31.67,65.93,991.3594,1.892,201.6,504.2,0.0
2024-01-02 08:40:00+00,31.63,64.3,991.2891,2.345,237.5,483.0,0.0
2024-01-02 08:50:00+00,31.23,64.61,991.2793,2.173,235.3,401.8,0.0
2024-01-02 09:00:00+00,31.15,66.02,991.3853,1.861,228.8,321.0,0.0
2024-01-02 09:10:00+00,30.83,67.49,991.3873,2.267,214.8,316.4,0.0
2024-01-02 09:20:00+00,30.96,66.91,991.5121,2.108,212.0,325.6,0.0
2024-01-02 09:30:00+00,30.78,67.77,991.6428,1.889,230.0,306.7,0.0
2024-01-02 09:40:00+00,30.89,67.3,991.7603,2.03,229.6,277.2,0.0
2024-01-02 09:50:00+00,30.92,68.1,991.7678,1.534,225.5,264.2,0.0
2024-01-02 10:00:00+00,30.59,70.06,991.9298,1.604,200.7,190.1,0.0
2024-01-02 10:10:00+00,30.12,71.41,992.0378,2.235,225.8,131.3,0.0
2024-01-02 10:20:00+00,29.43,74.96,992.1443,2.117,230.3,78.23,0.0
2024-01-02 10:30:00+00,29.06,77.12,992.2046,1.761,234.8,51.24,0.0
2024-01-02 10:40:00+00,28.8,78.34,992.3471,2.016,238.7,30.57,0.0
2024-01-02 10:50:00+00,28.48,79.9,992.5498,1.606,215.6,14.9,0.0
2024-01-02 11:00:00+00,28.26,81.1,992.6893,1.547,232.8,3.049,0.0
2024-01-02 11:10:00+00,27.98,82.4,992.7618,1.944,230.5,0.0,0.0
2024-01-02 11:20:00+00,27.75,83.5,993.0004,1.98,233.5,0.0,0.0
2024-01-02 11:30:00+00,27.66,84.0,993.3346,1.254,230.8,0.0,0.0
2024-01-02 11:40:00+00,27.66,84.2,993.4782,1.325,223.1,0.0,0.0
