date,tt,rh,pp,ws,wd,sr,rr
2024-01-01 20:50:00+00,15.92,97.4,847.5516,0.301,155.2,0.0,0.0
2024-01-01 21:00:00+00,15.96,97.5,847.5999,0.189,122.9,0.0,0.0
2024-01-01 21:10:00+00,15.96,97.5,847.7303,1.323,163.3,0.0,0.0
2024-01-01 21:20:00+00,16.1,97.6,847.8417,1.313,156.0,0.0,0.0
2024-01-01 21:30:00+00,16.16,97.7,847.705,0.816,167.8,0.0,0.0
2024-01-01 21:40:00+00,16.26,97.7,847.7816,1.438,147.7,0.0,0.0
2024-01-01 21:50:00+00,16.27,97.7,847.8933,1.539,148.4,0.0,0.0
2024-01-01 22:00:00+00,16.3,97.7,847.8549,1.315,137.3,0.0,0.0
2024-01-01 22:10:00+00,16.24,97.6,847.8982,1.627,148.5,0.0,0.0
2024-01-01 22:20:00+00,16.36,97.6,847.9,0.867,114.7,0.0,0.0
2024-01-01 22:30:00+00,16.33,97.5,847.9283,0.199,166.1,0.0,0.0
2024-01-01 22:40:00+00,16.48,97.5,848.1332,0.839,90.4,0.543,0.0
2024-01-01 22:50:00+00,16.67,97.5,848.29,0.732,132.0,3.981,0.0
2024-01-01 23:00:00+00,16.79,97.5,848.3317,1.112,128.9,10.62,0.0
2024-01-01 23:10:00+00,16.77,97.3,848.5466,0.791,97.7,17.32,0.0
2024-01-01 23:20:00+00,16.87,97.2,848.5999,1.12,131.5,26.7,0.0
2024-01-01 23:30:00+00,17.04,97.1,848.695,0.97,159.8,33.58,0.0
2024-01-01 23:40:00+00,17.24,97.1,848.765,0.798,180.5,44.26,0.0
2024-01-01 23:50:00+00,17.53,97.2,848.9466,0.819,185.9,50.56,0.0
2024-01-02 00:00:00+00,17.72,97.2,849.0,1.52,168.0,52.02,0.0
2024-01-02 00:10:00+00,17.81,97.1,849.0,1.24,177.3,60.54,0.0
2024-01-02 00:20:00+00,17.9,97.0,848.8566,0.686,186.3,70.91,0.0
2024-01-02 00:30:00+00,18.03,96.7,848.785,0.465,132.1,95.5,0.0
2024-01-02 00:40:00+00,18.29,95.7,848.8766,1.259,128.4,123.6,0.0
