timestamp,anomaly_score,threshold,is_anomaly
2025-10-13T05:42:30.539781,0.11652344,1.00000000,False
2025-10-13T05:42:31.541352,0.10921032,1.00000000,False
2025-10-13T05:42:44.835197,0.05299069,1.00000000,False
2025-10-13T05:43:14.836691,0.04589058,1.00000000,False
2025-10-13T05:43:44.836793,0.03705611,1.00000000,False
2025-10-13T05:44:14.837505,0.02259068,1.00000000,False
2025-10-13T05:44:44.837983,0.03214995,1.00000000,False
2025-10-13T05:45:14.838816,0.04209914,1.00000000,False
2025-10-13T05:45:44.839614,0.02444880,1.00000000,False
2025-10-13T05:46:14.840377,0.09309958,1.00000000,False
2025-10-13T05:46:44.841046,0.08879349,1.00000000,False
2025-10-13T05:47:14.841485,0.03380930,1.00000000,False
2025-10-13T05:47:44.842303,0.07163840,1.00000000,False
2025-10-13T05:48:14.843272,0.12492997,1.00000000,False
2025-10-13T05:48:44.844187,0.03996315,1.00000000,False
2025-10-13T05:49:14.844817,0.02292057,1.00000000,False
2025-10-13T05:49:44.845953,0.08352940,1.00000000,False
2025-10-13T05:50:14.846720,0.08709188,1.00000000,False
2025-10-13T05:50:44.846604,0.06035173,1.00000000,False
2025-10-13T05:51:14.847402,0.05788976,1.00000000,False
2025-10-13T05:51:44.848044,0.07902880,1.00000000,False
2025-10-13T05:52:14.848691,0.05510317,1.00000000,False
2025-10-13T05:52:44.849262,0.09424379,1.00000000,False
2025-10-13T05:53:14.850007,0.06336996,1.00000000,False
2025-10-13T05:53:44.851078,0.03272955,1.00000000,False
2025-10-13T05:54:14.852000,0.21421349,1.00000000,False
2025-10-13T05:54:44.852415,0.02908459,1.00000000,False
2025-10-13T05:55:14.852895,0.02671601,1.00000000,False
2025-10-13T05:55:44.854050,0.02695012,1.00000000,False
2025-10-13T05:56:14.854546,0.03453188,1.00000000,False
2025-10-13T05:56:44.855845,0.04175907,1.00000000,False
2025-10-13T05:57:14.856779,0.05761319,1.00000000,False
2025-10-13T05:57:44.857050,0.06379903,1.00000000,False
2025-10-13T05:58:14.858432,0.05718363,1.00000000,False
2025-10-13T05:58:44.858697,0.02916662,1.00000000,False
2025-10-13T05:59:14.859456,0.03581852,1.00000000,False
2025-10-13T05:59:44.859899,0.08478437,1.00000000,False
2025-10-13T06:00:14.860267,0.01535601,1.00000000,False
2025-10-13T06:00:44.861018,0.07261031,1.00000000,False
2025-10-13T06:01:14.861921,0.00683957,1.00000000,False
2025-10-13T06:01:44.862751,0.01384590,1.00000000,False
2025-10-13T06:02:14.863312,0.02409479,1.00000000,False
2025-10-13T06:02:44.864103,0.12228348,1.00000000,False
