timestamp,anomaly_score,threshold,is_anomaly
2025-10-03T07:13:21.015647,0.03465563,1.00000000,False
2025-10-03T07:13:22.022041,0.05431327,1.00000000,False
2025-10-03T07:15:46.840997,0.14302768,1.00000000,False
2025-10-03T07:16:46.841348,0.12888643,1.00000000,False
2025-10-03T07:17:46.842569,0.13765275,1.00000000,False
2025-10-03T07:18:46.843086,0.09736979,1.00000000,False
2025-10-03T07:19:46.844043,0.10769097,1.00000000,False
2025-10-03T07:20:46.844715,0.10970330,1.00000000,False
2025-10-03T07:21:46.845991,0.11406963,1.00000000,False
2025-10-03T07:22:46.846711,0.13759890,1.00000000,False
2025-10-03T07:23:46.847319,0.13003431,1.00000000,False
2025-10-03T07:24:46.848260,0.14301249,1.00000000,False
2025-10-03T07:25:46.848981,0.14578848,1.00000000,False
2025-10-03T07:26:46.849808,0.14531974,1.00000000,False
2025-10-03T07:27:46.850821,0.11776555,1.00000000,False
2025-10-03T07:28:46.851635,0.11612511,1.00000000,False
2025-10-03T07:29:46.852008,0.14236143,1.00000000,False
2025-10-03T07:30:46.852583,0.18068965,1.00000000,False
2025-10-03T07:31:46.853663,0.13901934,1.00000000,False
2025-10-03T07:32:46.854635,0.13825707,1.00000000,False
2025-10-03T07:33:46.855626,0.13910440,1.00000000,False
2025-10-03T07:34:46.856236,0.17217740,1.00000000,False
2025-10-03T07:35:46.857652,0.16835770,1.00000000,False
2025-10-03T07:36:46.858602,0.18306956,1.00000000,False
2025-10-03T07:37:46.859398,0.17191267,1.00000000,False
2025-10-03T07:38:46.859999,0.16776840,1.00000000,False
2025-10-03T07:39:46.860967,0.14069214,1.00000000,False
2025-10-03T07:40:46.862043,0.14212033,1.00000000,False
2025-10-03T07:41:46.862466,0.13600554,1.00000000,False
2025-10-03T07:42:46.863567,0.14431565,1.00000000,False
2025-10-03T07:43:46.864492,0.14385165,1.00000000,False
2025-10-03T07:44:46.864793,0.14561102,1.00000000,False
2025-10-03T07:45:46.866107,0.16457139,1.00000000,False
2025-10-03T07:46:46.867153,0.16124223,1.00000000,False
2025-10-03T07:47:46.867991,0.18312107,1.00000000,False
2025-10-03T07:48:46.869175,0.15671544,1.00000000,False
2025-10-03T07:49:46.870035,0.16386898,1.00000000,False
2025-10-03T07:50:46.871139,0.17852041,1.00000000,False
2025-10-03T07:51:46.871602,0.17798610,1.00000000,False
2025-10-03T07:52:46.872317,0.18333159,1.00000000,False
2025-10-03T07:53:46.873276,0.18880366,1.00000000,False
2025-10-03T07:54:46.873613,0.19747336,1.00000000,False
2025-10-03T07:55:46.874896,0.19171131,1.00000000,False
2025-10-03T07:56:46.875542,0.18476255,1.00000000,False
2025-10-03T07:57:46.876204,0.16437276,1.00000000,False
2025-10-03T07:58:46.876885,0.16850099,1.00000000,False
2025-10-03T07:59:46.878051,0.16814861,1.00000000,False
2025-10-03T08:00:46.879062,0.16413672,1.00000000,False
2025-10-03T08:01:46.879632,0.16874172,1.00000000,False
2025-10-03T08:02:46.880882,0.19776747,1.00000000,False
2025-10-03T08:03:46.881582,0.23028032,1.00000000,False
2025-10-03T08:04:46.882551,0.24273777,1.00000000,False
2025-10-03T08:05:46.883025,0.25048554,1.00000000,False
2025-10-03T08:06:46.883403,0.26813665,1.00000000,False
2025-10-03T08:07:46.884261,0.26635551,1.00000000,False
2025-10-03T08:08:46.885574,0.27650341,1.00000000,False
2025-10-03T08:09:46.886125,0.25266883,1.00000000,False
2025-10-03T08:10:46.887452,0.19925025,1.00000000,False
2025-10-03T08:11:46.888199,0.22436179,1.00000000,False
2025-10-03T08:12:46.888873,0.14904678,1.00000000,False
2025-10-03T08:13:46.889913,0.06529987,1.00000000,False
2025-10-03T08:14:46.890584,0.10990293,1.00000000,False
2025-10-03T08:15:46.891784,0.08955015,1.00000000,False
2025-10-03T08:16:46.892197,0.06539406,1.00000000,False
2025-10-03T08:17:46.893163,0.07765616,1.00000000,False
2025-10-03T08:18:46.893883,0.04992781,1.00000000,False
2025-10-03T08:19:46.894487,0.05328554,1.00000000,False
2025-10-03T08:20:46.895367,0.06422104,1.00000000,False
