date,tt,rh,pp,ws,wd,sr,rr
2024-01-02 11:20:00+00,25.85,81.4,921.4186,0.73,271.2,0.0,0.0
2024-01-02 11:30:00+00,25.74,82.2,921.471,1.087,262.0,0.0,0.0
2024-01-02 11:40:00+00,25.59,83.3,921.608,0.963,245.3,0.0,0.0
2024-01-02 11:50:00+00,25.43,84.4,921.7854,0.608,227.7,0.0,0.0
2024-01-02 12:00:00+00,25.32,85.1,921.9778,0.485,231.6,0.0,0.0
2024-01-02 12:10:00+00,25.2,85.7,922.1731,0.672,257.2,0.0,0.0
2024-01-02 12:20:00+00,25.07,85.5,922.45,0.78,248.8,0.0,0.0
2024-01-02 12:30:00+00,24.92,85.7,922.5006,0.742,255.3,0.0,0.0
2024-01-02 12:40:00+00,24.87,86.0,922.5873,0.531,259.4,0.0,0.0
2024-01-02 12:50:00+00,24.85,86.0,922.8051,0.443,258.9,0.0,0.0
2024-01-02 13:00:00+00,24.83,86.0,923.1073,0.417,238.5,0.0,0.0
2024-01-02 13:10:00+00,24.81,86.1,923.1047,0.208,268.7,0.0,0.0
2024-01-02 13:20:00+00,24.83,86.0,923.0562,0.332,267.8,0.0,0.0
2024-01-02 13:30:00+00,24.79,85.9,923.285,0.522,236.4,0.0,0.0
2024-01-02 13:40:00+00,24.73,85.7,923.3734,0.458,228.0,0.0,0.0
2024-01-02 13:50:00+00,24.56,85.1,923.3028,0.487,261.6,0.0,0.0
2024-01-02 14:00:00+00,24.54,85.0,923.4812,0.626,264.9,0.0,0.0
2024-01-02 14:10:00+00,24.46,85.0,923.719,0.491,231.4,0.0,0.0
2024-01-02 14:20:00+00,24.38,85.3,923.6608,0.839,260.5,0.0,0.0
2024-01-02 14:30:00+00,24.32,85.7,923.6319,0.868,249.2,0.0,0.0
2024-01-02 14:40:00+00,24.29,85.9,923.6388,0.587,264.6,0.0,0.2
2024-01-02 14:50:00+00,24.28,85.8,923.7062,0.206,255.2,0.0,0.0
2024-01-02 15:00:00+00,24.26,85.7,923.8058,0.514,255.9,0.0,0.0
2024-01-02 15:10:00+00,24.19,85.6,923.7929,0.154,221.7,0.0,0.0
2024-01-02 15:20:00+00,24.14,85.6,923.7366,0.289,252.4,0.0,0.0
2024-01-02 15:30:00+00,24.17,84.7,923.7548,0.82,217.1,0.0,0.0
2024-01-02 15:40:00+00,24.18,84.6,923.7887,0.663,265.2,0.0,0.0
2024-01-02 15:50:00+00,24.13,84.5,923.9546,0.43,261.6,0.0,0.0
2024-01-02 16:00:00+00,24.05,84.3,924.0146,0.424,269.5,0.0,0.0
2024-01-02 16:10:00+00,24.02,84.5,923.8814,0.304,238.4,0.0,0.0
2024-01-02 16:20:00+00,23.8,85.3,923.803,0.385,186.1,0.0,0.0
2024-01-02 16:30:00+00,23.69,86.3,923.8707,0.213,260.4,0.0,0.0
2024-01-02 16:40:00+00,23.68,87.7,923.7971,0.154,273.2,0.0,0.0
