date,tt,rh,pp,ws,wd,sr,rr
2024-01-01 21:50:00+00,25.02,96.9,1001.3,0.18,206.5,0.0,0.0
2024-01-01 22:00:00+00,25.08,97.0,1001.38,0.049,137.8,0.0,0.0
2024-01-01 22:10:00+00,25.12,97.1,1001.545,0.067,256.5,0.0,0.0
2024-01-01 22:20:00+00,25.16,97.2,1001.77,0.29,341.2,0.0,0.0
2024-01-01 22:30:00+00,25.19,97.2,1001.9,0.313,338.5,0.0,0.0
2024-01-01 22:40:00+00,25.22,97.2,1001.995,0.261,319.3,0.0,0.0
2024-01-01 22:50:00+00,25.19,97.2,1002.185,0.193,90.3,2.338,0.0
2024-01-01 23:00:00+00,25.18,97.2,1002.255,0.156,67.11,9.97,0.0
2024-01-01 23:10:00+00,25.22,97.3,1002.355,0.134,175.0,22.45,0.0
2024-01-01 23:20:00+00,25.31,97.3,1002.33,0.134,301.2,34.99,0.0
2024-01-01 23:30:00+00,25.47,97.4,1002.38,0.0,292.5,51.04,0.0
2024-01-01 23:40:00+00,25.63,97.5,1002.205,0.25,204.1,70.07,0.0
2024-01-01 23:50:00+00,25.88,97.5,1002.135,0.0,204.1,90.2,0.0
2024-01-02 00:00:00+00,,,,,,,0.0
2024-01-02 00:10:00+00,25.89,97.0,1002.255,0.646,249.5,134.0,0.0
2024-01-02 00:20:00+00,26.02,96.4,1002.285,0.328,258.9,149.0,0.0
2024-01-02 00:30:00+00,26.25,95.2,1002.46,0.567,153.9,164.6,0.0
2024-01-02 00:40:00+00,26.56,93.4,1002.49,0.83,161.7,183.3,0.0
2024-01-02 00:50:00+00,27.01,93.1,1002.51,0.535,165.6,208.8,0.0
2024-01-02 01:00:00+00,27.34,89.9,1002.85,0.261,137.5,226.9,0.0
2024-01-02 01:10:00+00,27.72,88.8,1002.8,0.629,143.7,249.1,0.0
2024-01-02 01:20:00+00,27.96,88.1,1002.755,0.773,138.3,280.6,0.0
2024-01-02 01:30:00+00,28.28,87.0,1002.8,0.762,138.0,326.5,0.0
2024-01-02 01:40:00+00,28.62,84.0,1002.845,0.593,149.8,355.5,0.0
2024-01-02 01:50:00+00,29.06,82.8,1002.795,0.658,121.5,433.8,0.0
2024-01-02 02:00:00+00,29.64,81.6,1002.665,0.48,116.9,505.8,0.0
